09:00;FECHA BUS;TUCUMµN ;MAR DEL PLATA;1;1;1;1;1;1;1;1
15:40;FECHA BUS;MAR DEL PLATA;TUCUMµN ;1;1;1;1;1;1;1;1
06:00;ANDESMAR;MENDOZA;MAR DEL PLATA;1;1;1;1;1;1;1;1
15:20;ANDESMAR;MAR DEL PLATA;MENDOZA;1;1;1;1;1;1;1;1
03:40;COSTERA CRIOLLA S.A.;ROSARIO;MAR DEL PLATA;1;1;1;1;1;1;1;1
22:50;COSTERA CRIOLLA S.A.;MAR DEL PLATA;ROSARIO;1;1;1;1;1;1;1;1
06:15;EXPRESO VELA;TANDIL;VELA;1;0;0;0;0;0;0;0
08:40;EXPRESO VELA;VELA;TANDIL;1;1;1;1;1;1;0;0
09:00;EXPRESO VELA;TANDIL;VELA;0;0;0;0;0;0;1;1
11:50;EXPRESO VELA;VELA;TANDIL;0;0;0;0;0;0;1;1
11:50;EXPRESO VELA;TANDIL;VELA;1;1;1;1;1;1;0;0
14:40;EXPRESO VELA;VELA;TANDIL;1;1;1;1;1;1;0;0
20:00;EXPRESO VELA;TANDIL;VELA;1;1;1;1;1;1;1;1
22:40;EXPRESO VELA;VELA;TANDIL;0;0;0;0;0;1;1;1
06:05;AUTOTRANSPORTE SAN JUAN;SAN JUAN ;MAR DEL PLATA;0;0;0;0;0;1;0;0
16:10;AUTOTRANSPORTE SAN JUAN;MAR DEL PLATA;SAN JUAN ;0;0;0;0;0;0;1;0
06:00;RµPIDO ARGENTINO;MENDOZA;MAR DEL PLATA;1;1;1;1;1;1;1;1
15:35;RµPIDO ARGENTINO;MAR DEL PLATA;MENDOZA;1;1;1;1;1;1;1;1
08:00;SAN JUAN - MAR DEL PLATA;SAN JUAN - R÷O IV;MAR DEL PLATA;0;1;0;1;0;0;0;0
19:30;SAN JUAN - MAR DEL PLATA;MAR DEL PLATA;SAN JUAN - R÷O IV;0;0;1;0;1;0;0;0
06:30;ZENIT;C‡RDOBA;MAR DEL PLATA;1;1;1;1;1;1;1;1
17:00;ZENIT;MAR DEL PLATA;C‡RDOBA;1;1;1;1;1;1;1;1
05:50;MERCOBUS - PLUSULTRA;C‡RDOBA;MAR DEL PLATA;1;1;1;1;1;1;1;1
12:30;MERCOBUS - PLUSULTRA;C‡RDOBA;MAR DEL PLATA;1;1;1;1;1;1;1;1
15:35;MERCOBUS - PLUSULTRA;MAR DEL PLATA;C‡RDOBA;1;1;1;1;1;1;1;1
23:25;MERCOBUS - PLUSULTRA;MAR DEL PLATA;C‡RDOBA;1;1;1;1;1;1;1;1
00:15;EL RµPIDO;CAPITAL;NECOCHEA;1;1;1;1;1;1;1;1
01:45;EL RµPIDO;NECOCHEA;CAPITAL;1;1;1;1;1;1;1;1
05:15;EL RµPIDO;CAPITAL;NECOCHEA;1;1;1;1;1;1;1;1
10:00;EL RµPIDO;NECOCHEA;CAPITAL;1;1;1;1;1;1;1;1
12:20;EL RµPIDO;NECOCHEA;CAPITAL;1;1;1;1;1;1;1;1
13:40;EL RµPIDO;CAPITAL;NECOCHEA;1;1;1;1;1;1;1;1
16:25;EL RµPIDO;NECOCHEA;CAPITAL;1;1;1;1;1;1;1;1
20:00;EL RµPIDO;CAPITAL;NECOCHEA;1;1;1;1;1;1;1;1
00:30;LA ESTRELLA S.A.;TANDIL;CAPITAL;1;0;0;0;0;0;0;0
01:20;LA ESTRELLA S.A.;CAPITAL;TANDIL;0;0;0;0;0;1;0;0
01:10;LA ESTRELLA S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
06:10;LA ESTRELLA S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
07:30;LA ESTRELLA S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
12:45;LA ESTRELLA S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
13:30;LA ESTRELLA S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
18:15;LA ESTRELLA S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
19:20;LA ESTRELLA S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
23:20;LA ESTRELLA S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
02:40;EL RµPIDO S.A.;MAR DEL PLATA;LINCOLN;1;1;1;1;1;1;1;1
04:50;EL RµPIDO S.A.;LINCOLN;MAR DEL PLATA;1;1;1;1;1;1;1;1
04:50;EL RµPIDO S.A.;HENDERSON;MAR DEL PLATA;1;0;0;0;0;1;0;0
05:30;EL RµPIDO S.A.;SANTA ROSA;MAR DEL PLATA;1;1;1;1;1;1;1;1
07:30;EL RµPIDO S.A.;TANDIL;MAR DEL PLATA;1;1;1;1;1;1;1;1
07:50;EL RµPIDO S.A.;C‡RDOBA;MAR DEL PLATA;1;1;1;1;1;1;1;1
08:45;EL RµPIDO S.A.;MAR DEL PLATA;BRAGADO;1;1;1;1;1;1;1;1
10:55;EL RµPIDO S.A.;BOL÷VAR;MAR DEL PLATA;1;1;1;1;1;1;1;1
11:05;EL RµPIDO S.A.;MAR DEL PLATA;PEHUAJ‡;1;1;0;1;0;1;0;0
11:15;EL RµPIDO S.A.;MAR DEL PLATA;CARLOS CASARES;0;0;1;0;1;0;1;0
13:20;EL RµPIDO S.A.;MAR DEL PLATA;TANDIL;1;1;1;1;1;1;1;1
14:30;EL RµPIDO S.A.;TANDIL;MAR DEL PLATA;1;1;1;1;1;1;1;1
14:30;EL RµPIDO S.A.;MAR DEL PLATA;PERGAMINO;1;1;1;1;1;0;1;1
16:00;EL RµPIDO S.A.;MAR DEL PLATA;BOL÷VAR;1;1;1;1;1;1;1;1
16:00;EL RµPIDO S.A.;MAR DEL PLATA;HENDERSON;0;0;0;0;1;0;1;0
16:10;EL RµPIDO S.A.;OLAVARR÷A;MAR DEL PLATA;0;0;0;0;0;0;0;0
18:10;EL RµPIDO S.A.;PEHUAJ‡;MAR DEL PLATA;0;1;1;0;1;0;1;0
18:10;EL RµPIDO S.A.;CARLOS CASARES;MAR DEL PLATA;1;0;0;1;0;1;0;0
18:35;EL RµPIDO S.A.;PERGAMINO;MAR DEL PLATA;1;1;1;1;1;1;0;1
19:10;EL RµPIDO S.A.;MAR DEL PLATA;OLAVARR÷A;1;1;1;1;1;1;1;1
19:15;EL RµPIDO S.A.;MAR DEL PLATA;C‡RDOBA;1;1;1;1;1;1;1;1
20:00;EL RµPIDO S.A.;TANDIL;MAR DEL PLATA;0;0;0;0;1;0;1;0
21:05;EL RµPIDO S.A.;MAR DEL PLATA;TANDIL;1;1;1;1;1;1;1;1
22:55;EL RµPIDO S.A.;BRAGADO;MAR DEL PLATA;1;1;1;1;1;1;1;1
23:40;EL RµPIDO S.A.;MAR DEL PLATA;SANTA ROSA;1;1;1;1;1;1;1;1
00:00;RIO PARANµ S.A.;LA PLATA;TANDIL;1;1;1;1;1;1;1;1
01:00;RIO PARANµ S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
01:20;RIO PARANµ S.A.;BAH÷A BLANCA;TANDIL;1;1;1;1;1;1;1;1
01:40;RIO PARANµ S.A.;NECOCHEA;LA PLATA;1;1;1;1;1;1;1;1
01:45;RIO PARANµ S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
01:50;RIO PARANµ S.A.;TANDIL;LA PLATA;1;1;1;1;1;1;1;1
02:00;RIO PARANµ S.A.;TANDIL;LA PLATA;1;1;1;1;1;1;1;1
02:50;RIO PARANµ S.A.;LA PLATA;BAH÷A BLANCA;1;1;1;1;1;1;1;1
04:05;RIO PARANµ S.A.;LA PLATA;NECOCHEA;1;1;1;1;1;1;1;1
05:00;RIO PARANµ S.A.;TANDIL;MAR DEL PLATA;1;1;1;1;1;1;1;1
05:05;RIO PARANµ S.A.;TANDIL;DOLORES;1;0;0;0;1;0;0;1
05:50;RIO PARANµ S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;0;1
06:00;RIO PARANµ S.A.;TANDIL;BARKER - VILLA CACIQUE;1;1;1;1;1;0;0;1
06:00;RIO PARANµ S.A.;TANDIL;LA PLATA;1;1;1;1;1;1;1;1
06:30;RIO PARANµ S.A.;TANDIL;BARKER - VILLA CACIQUE;0;0;0;0;0;1;1;1
07:00;RIO PARANµ S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
08:45;RIO PARANµ S.A.;NECOCHEA;TANDIL;1;1;1;1;1;1;1;1
09:00;RIO PARANµ S.A.;RAUCH;TANDIL;1;1;1;1;0;1;0;1
09:20;RIO PARANµ S.A.;JUµREZ;TANDIL;1;1;1;1;1;1;1;1
09:20;RIO PARANµ S.A.;BARKER - VILLA CACIQUE;TANDIL;1;1;1;1;1;1;1;1
09:00;RIO PARANµ S.A.;TUCUMµN ;MAR DEL PLATA;1;1;1;1;1;1;1;1
10:30;RIO PARANµ S.A.;MAR DEL PLATA;TANDIL;1;1;1;1;1;1;1;1
11:40;RIO PARANµ S.A.;TANDIL;MAR DEL PLATA;1;1;1;1;1;1;1;1
12:00;RIO PARANµ S.A.;TANDIL;BARKER - VILLA CACIQUE;1;1;1;1;1;1;1;1
12:00;RIO PARANµ S.A.;VILLA GESELL - PINAMAR;TANDIL;1;0;1;0;1;1;0;1
13:00;RIO PARANµ S.A.;LA PLATA;TANDIL;1;1;1;1;1;1;1;1
13:00;RIO PARANµ S.A.;TANDIL;BAH÷A BLANCA;1;1;1;1;1;1;1;1
13:00;RIO PARANµ S.A.;TANDIL;JUµREZ;1;1;1;1;1;1;1;1
13:10;RIO PARANµ S.A.;TANDIL;NECOCHEA;1;1;1;1;1;1;1;1
13:15;RIO PARANµ S.A.;TANDIL;CAPITAL;1;1;1;1;1;1;1;1
13:30;RIO PARANµ S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
14:20;RIO PARANµ S.A.;BAH÷A BLANCA;TANDIL;1;1;1;1;1;1;1;1
15:00;RIO PARANµ S.A.;TANDIL;LA PLATA;1;1;1;1;1;1;1;1
15:00;RIO PARANµ S.A.;NECOCHEA;TANDIL;1;1;1;1;1;1;1;1
15:00;RIO PARANµ S.A.;TANDIL;LAS FLORES - RAUCH;1;1;1;1;1;1;1;1
15:00;RIO PARANµ S.A.;BARKER - VILLA CACIQUE;TANDIL;1;1;1;1;1;1;1;1
15:30;RIO PARANµ S.A.;MAR DEL PLATA;TUCUMµN ;1;1;1;1;1;1;1;1
16:45;RIO PARANµ S.A.;TANDIL;NECOCHEA;1;1;1;1;1;1;1;1
17:00;RIO PARANµ S.A.;MAR DEL PLATA;TANDIL;1;1;1;1;1;1;1;1
17:15;RIO PARANµ S.A.;TANDIL;CAPITAL;1;1;1;1;1;0;1;1
17:30;RIO PARANµ S.A.;DOLORES;TANDIL;1;0;0;0;1;0;0;1
18:00;RIO PARANµ S.A.;TANDIL;MAR DEL PLATA;1;1;1;1;1;1;1;1
18:00;RIO PARANµ S.A.;LA PLATA;TANDIL;1;1;1;1;1;1;1;1
18:30;RIO PARANµ S.A.;TANDIL;BAH÷A BLANCA;1;1;1;1;1;1;1;1
19:40;RIO PARANµ S.A.;CAPITAL;TANDIL;1;1;1;1;1;1;1;1
19:50;RIO PARANµ S.A.;RAUCH - LAS FLORES;TANDIL;1;1;1;1;1;1;1;1
19:50;RIO PARANµ S.A.;JUµREZ;TANDIL;0;0;0;0;0;0;1;1
20:00;RIO PARANµ S.A.;TANDIL;BARKER - VILLA CACIQUE;1;1;1;1;1;1;1;1
20:10;RIO PARANµ S.A.;TANDIL;JUµREZ;1;1;1;1;1;0;1;1
20:10;RIO PARANµ S.A.;TANDIL;TRES ARROYOS;0;0;0;0;1;0;0;1
20:15;RIO PARANµ S.A.;TANDIL;NECOCHEA;1;1;1;1;1;1;1;1
21:15;RIO PARANµ S.A.;BAH÷A BLANCA;TANDIL;1;1;1;1;1;1;1;1
21:30;RIO PARANµ S.A.;TANDIL;RAUCH;1;1;1;0;1;0;1;1
21:35;RIO PARANµ S.A.;NECOCHEA;TANDIL;1;1;1;1;1;1;1;1
22:00;RIO PARANµ S.A.;TANDIL;PINAMAR - VILLA GESELL;0;1;0;1;1;0;1;1
22:40;RIO PARANµ S.A.;MAR DEL PLATA;TANDIL;1;1;1;1;1;1;1;1
22:50;RIO PARANµ S.A.;BARKER - VILLA CACIQUE;TANDIL;1;1;1;1;1;1;1;1
